"","V1","V2","V3"
"819.3611",819.3611,0.000575,-0.01035
"819.3889",819.3889,0.00055,-0.0099
"819.4167",819.4167,0.000525,-0.00945
"819.4444",819.4444,5e-04,-0.009
"819.4722",819.4722,0,0
"819.5",819.5,0,0
"819.5278",819.5278,0,0
"819.5556",819.5556,0,0
"819.5833",819.5833,0,0
"819.6111",819.6111,0,0
"819.6389",819.6389,0,0
"819.6667",819.6667,0,0
"819.6944",819.6944,0,0
"819.7222",819.7222,0,0
"819.75",819.75,0,0
"819.7778",819.7778,0,0
"819.8056",819.8056,0,0
"819.8333",819.8333,0,0
"819.8611",819.8611,0,0
"819.8889",819.8889,0,0
"819.9167",819.9167,0,0
"819.9444",819.9444,0,0
"819.9722",819.9722,0,0
"820",820,0,0
"820.0278",820.0278,0,0
"820.0556",820.0556,0,0
"820.0833",820.0833,0,0
"820.1111",820.1111,0,0
"820.1389",820.1389,0,0
"820.1667",820.1667,0,0
"820.1944",820.1944,0,0
"820.2222",820.2222,0,0
"820.25",820.25,0,0
"820.2778",820.2778,0,0
"820.3056",820.3056,0,0
"820.3333",820.3333,0,0
"820.3611",820.3611,0,0
"820.3889",820.3889,0,0
"820.4167",820.4167,0,0
"820.4444",820.4444,0,0
"820.4722",820.4722,0,0
"820.5",820.5,0,0
"820.5278",820.5278,0,0
"820.5556",820.5556,0,0
"820.5833",820.5833,0,0
"820.6111",820.6111,0,0
"820.6389",820.6389,0,0
"820.6667",820.6667,0,0
"820.6944",820.6944,0,0
"820.7222",820.7222,0,0
"820.75",820.75,0,0
"820.7778",820.7778,0,0
"820.8056",820.8056,0,0
"820.8333",820.8333,0,0
"820.8611",820.8611,0,0
"820.8889",820.8889,0,0
"820.9167",820.9167,0,0
"820.9444",820.9444,0,0
"820.9722",820.9722,0,0
"821",821,0.00275,-0.0495
"821.0278",821.0278,0.007925,-0.14265
"821.0556",821.0556,0.013125,-0.23625
"821.0833",821.0833,0.0183,-0.3294
"821.1111",821.1111,0.023475,-0.42255
"821.1389",821.1389,0.028675,-0.51615
"821.1667",821.1667,0.03385,-0.6093
"821.1944",821.1944,0.039025,-0.70245
"821.2222",821.2222,0.044225,-0.79605
"821.25",821.25,0.0494,-0.8892
"821.2778",821.2778,0.053425,-0.96165
"821.3056",821.3056,0.053425,-0.96165
"821.3333",821.3333,0.053425,-0.96165
"821.3611",821.3611,0.053425,-0.96165
"821.3889",821.3889,0.053425,-0.96165
"821.4167",821.4167,0.053425,-0.96165
"821.4444",821.4444,0.053425,-0.96165
"821.4722",821.4722,0.049725,-0.89505
"821.5",821.5,0.0477,-0.8586
"821.5278",821.5278,0.04575,-0.8235
"821.5556",821.5556,0.043875,-0.78975
"821.5833",821.5833,0.0421,-0.7578
"821.6111",821.6111,0.040375,-0.72675
"821.6389",821.6389,0.038725,-0.69705
"821.6667",821.6667,0.03715,-0.6687
"821.6944",821.6944,0.035625,-0.64125
"821.7222",821.7222,0.034175,-0.61515
"821.75",821.75,0.032775,-0.58995
"821.7778",821.7778,0.03145,-0.5661
"821.8056",821.8056,0.03015,-0.5427
"821.8333",821.8333,0.028925,-0.52065
"821.8611",821.8611,0.02775,-0.4995
"821.8889",821.8889,0.026625,-0.47925
"821.9167",821.9167,0.025525,-0.45945
"821.9444",821.9444,0.024475,-0.44055
"821.9722",821.9722,0.023475,-0.42255
"822",822,0.022525,-0.40545
"822.0278",822.0278,0.0216,-0.3888
"822.0556",822.0556,0.020725,-0.37305
"822.0833",822.0833,0.019875,-0.35775
"822.1111",822.1111,0.019075,-0.34335
"822.1389",822.1389,0.0183,-0.3294
"822.1667",822.1667,0.01755,-0.3159
"822.1944",822.1944,0.016825,-0.30285
"822.2222",822.2222,0.01615,-0.2907
"822.25",822.25,0.015475,-0.27855
"822.2778",822.2778,0.01485,-0.2673
"822.3056",822.3056,0.01425,-0.2565
"822.3333",822.3333,0.013675,-0.24615
"822.3611",822.3611,0.0131,-0.2358
"822.3889",822.3889,0.012575,-0.22635
"822.4167",822.4167,0.01205,-0.2169
"822.4444",822.4444,0.011575,-0.20835
"822.4722",822.4722,0.0111,-0.1998
"822.5",822.5,0.01065,-0.1917
"822.5278",822.5278,0.0102,-0.1836
"822.5556",822.5556,0.0098,-0.1764
"822.5833",822.5833,0.0094,-0.1692
"822.6111",822.6111,0.009,-0.162
"822.6389",822.6389,0.00865,-0.1557
"822.6667",822.6667,0.0083,-0.1494
"822.6944",822.6944,0.00795,-0.1431
"822.7222",822.7222,0.007625,-0.13725
"822.75",822.75,0.007325,-0.13185
"822.7778",822.7778,0.007025,-0.12645
"822.8056",822.8056,0.006725,-0.12105
"822.8333",822.8333,0.00645,-0.1161
"822.8611",822.8611,0.0062,-0.1116
"822.8889",822.8889,0.00595,-0.1071
"822.9167",822.9167,0.0057,-0.1026
"822.9444",822.9444,0.005475,-0.09855
"822.9722",822.9722,0.00525,-0.0945
"823",823,0.005025,-0.09045
"823.0278",823.0278,0.004825,-0.08685
"823.0556",823.0556,0.004625,-0.08325
"823.0833",823.0833,0.004425,-0.07965
"823.1111",823.1111,0.00425,-0.0765
"823.1389",823.1389,0.004075,-0.07335
"823.1667",823.1667,0.003925,-0.07065
"823.1944",823.1944,0.00375,-0.0675
"823.2222",823.2222,0.0036,-0.0648
"823.25",823.25,0.00345,-0.0621
"823.2778",823.2778,0.003325,-0.05985
"823.3056",823.3056,0.003175,-0.05715
"823.3333",823.3333,0.00305,-0.0549
"823.3611",823.3611,0.002925,-0.05265
"823.3889",823.3889,0.0028,-0.0504
"823.4167",823.4167,0.0027,-0.0486
"823.4444",823.4444,0.002575,-0.04635
"823.4722",823.4722,0.002475,-0.04455
"823.5",823.5,0.002375,-0.04275
"823.5278",823.5278,0.002275,-0.04095
"823.5556",823.5556,0.002175,-0.03915
"823.5833",823.5833,0.0021,-0.0378
"823.6111",823.6111,0.002,-0.036
"823.6389",823.6389,0.001925,-0.03465
"823.6667",823.6667,0.00185,-0.0333
"823.6944",823.6944,0.001775,-0.03195
"823.7222",823.7222,0.0017,-0.0306
"823.75",823.75,0.001625,-0.02925
"823.7778",823.7778,0.001575,-0.02835
"823.8056",823.8056,0.0015,-0.027
"823.8333",823.8333,0.00145,-0.0261
"823.8611",823.8611,0.001375,-0.02475
"823.8889",823.8889,0.001325,-0.02385
"823.9167",823.9167,0.001275,-0.02295
"823.9444",823.9444,0.001225,-0.02205
"823.9722",823.9722,0.001175,-0.02115
"824",824,0.001125,-0.02025
"824.0278",824.0278,0.001075,-0.01935
"824.0556",824.0556,0.001025,-0.01845
"824.0833",824.0833,0.001,-0.018
"824.1111",824.1111,0.00095,-0.0171
"824.1389",824.1389,9e-04,-0.0162
"824.1667",824.1667,0.000875,-0.01575
"824.1944",824.1944,0.00085,-0.0153
"824.2222",824.2222,8e-04,-0.0144
"824.25",824.25,0.000775,-0.01395
"824.2778",824.2778,0.00075,-0.0135
"824.3056",824.3056,7e-04,-0.0126
"824.3333",824.3333,0.000675,-0.01215
"824.3611",824.3611,0.00065,-0.0117
"824.3889",824.3889,0.000625,-0.01125
"824.4167",824.4167,6e-04,-0.0108
"824.4444",824.4444,0.000575,-0.01035
"824.4722",824.4722,0,0
"824.5",824.5,0,0
"824.5278",824.5278,0,0
"824.5556",824.5556,0,0
"824.5833",824.5833,0,0
"824.6111",824.6111,0,0
"824.6389",824.6389,0,0
"824.6667",824.6667,0,0
"824.6944",824.6944,0,0
"824.7222",824.7222,0,0
"824.75",824.75,0,0
"824.7778",824.7778,0,0
"824.8056",824.8056,0,0
"824.8333",824.8333,0,0
"824.8611",824.8611,0,0
"824.8889",824.8889,0,0
"824.9167",824.9167,0,0
"824.9444",824.9444,0,0
"824.9722",824.9722,0,0
"825",825,0.00275,-0.0495
"825.0278",825.0278,0.0046,-0.0828
"825.0556",825.0556,0.006475,-0.11655
"825.0833",825.0833,0.008325,-0.14985
"825.1111",825.1111,0.010175,-0.18315
"825.1389",825.1389,0.01205,-0.2169
"825.1667",825.1667,0.0139,-0.2502
"825.1944",825.1944,0.015775,-0.28395
"825.2222",825.2222,0.017625,-0.31725
"825.25",825.25,0.0186,-0.3348
"825.2778",825.2778,0.0186,-0.3348
"825.3056",825.3056,0.0186,-0.3348
"825.3333",825.3333,0.0186,-0.3348
"825.3611",825.3611,0.0186,-0.3348
"825.3889",825.3889,0.0186,-0.3348
"825.4167",825.4167,0.0186,-0.3348
"825.4444",825.4444,0.017825,-0.32085
"825.4722",825.4722,0.0171,-0.3078
"825.5",825.5,0.0164,-0.2952
"825.5278",825.5278,0.015725,-0.28305
"825.5556",825.5556,0.0151,-0.2718
"825.5833",825.5833,0.014475,-0.26055
"825.6111",825.6111,0.013875,-0.24975
"825.6389",825.6389,0.013325,-0.23985
"825.6667",825.6667,0.012775,-0.22995
"825.6944",825.6944,0.01225,-0.2205
"825.7222",825.7222,0.01175,-0.2115
"825.75",825.75,0.011275,-0.20295
"825.7778",825.7778,0.010825,-0.19485
"825.8056",825.8056,0.010375,-0.18675
"825.8333",825.8333,0.00995,-0.1791
"825.8611",825.8611,0.00955,-0.1719
"825.8889",825.8889,0.00915,-0.1647
"825.9167",825.9167,0.008775,-0.15795
"825.9444",825.9444,0.008425,-0.15165
"825.9722",825.9722,0.008075,-0.14535
"826",826,0.00775,-0.1395
"826.0278",826.0278,0.007425,-0.13365
"826.0556",826.0556,0.007125,-0.12825
"826.0833",826.0833,0.00685,-0.1233
"826.1111",826.1111,0.00655,-0.1179
"826.1389",826.1389,0.0063,-0.1134
"826.1667",826.1667,0.006025,-0.10845
"826.1944",826.1944,0.0058,-0.1044
"826.2222",826.2222,0.00555,-0.0999
"826.25",826.25,0.005325,-0.09585
"826.2778",826.2778,0.0051,-0.0918
"826.3056",826.3056,0.0049,-0.0882
"826.3333",826.3333,0.0047,-0.0846
"826.3611",826.3611,0.0045,-0.081
"826.3889",826.3889,0.004325,-0.07785
"826.4167",826.4167,0.00415,-0.0747
"826.4444",826.4444,0.003975,-0.07155
"826.4722",826.4722,0.003825,-0.06885
"826.5",826.5,0.00365,-0.0657
"826.5278",826.5278,0.0035,-0.063
"826.5556",826.5556,0.003375,-0.06075
"826.5833",826.5833,0.003225,-0.05805
"826.6111",826.6111,0.0031,-0.0558
"826.6389",826.6389,0.002975,-0.05355
"826.6667",826.6667,0.00285,-0.0513
"826.6944",826.6944,0.002725,-0.04905
"826.7222",826.7222,0.002625,-0.04725
"826.75",826.75,0.002525,-0.04545
"826.7778",826.7778,0.002425,-0.04365
"826.8056",826.8056,0.002325,-0.04185
"826.8333",826.8333,0.002225,-0.04005
"826.8611",826.8611,0.002125,-0.03825
"826.8889",826.8889,0.00205,-0.0369
"826.9167",826.9167,0.00195,-0.0351
"826.9444",826.9444,0.001875,-0.03375
"826.9722",826.9722,0.0018,-0.0324
"827",827,0.004475,-0.08055
"827.0278",827.0278,0.006825,-0.12285
"827.0556",827.0556,0.0092,-0.1656
"827.0833",827.0833,0.011575,-0.20835
"827.1111",827.1111,0.01395,-0.2511
"827.1389",827.1389,0.0163,-0.2934
"827.1667",827.1667,0.018675,-0.33615
"827.1944",827.1944,0.021075,-0.37935
"827.2222",827.2222,0.02345,-0.4221
"827.25",827.25,0.0255,-0.459
"827.2778",827.2778,0.02545,-0.4581
"827.3056",827.3056,0.0254,-0.4572
"827.3333",827.3333,0.02535,-0.4563
"827.3611",827.3611,0.0253,-0.4554
"827.3889",827.3889,0.025275,-0.45495
"827.4167",827.4167,0.025225,-0.45405
"827.4444",827.4444,0.024225,-0.43605
"827.4722",827.4722,0.023225,-0.41805
"827.5",827.5,0.022275,-0.40095
"827.5278",827.5278,0.02135,-0.3843
"827.5556",827.5556,0.0205,-0.369
"827.5833",827.5833,0.01965,-0.3537
"827.6111",827.6111,0.01885,-0.3393
"827.6389",827.6389,0.0181,-0.3258
"827.6667",827.6667,0.017325,-0.31185
"827.6944",827.6944,0.016625,-0.29925
"827.7222",827.7222,0.01595,-0.2871
"827.75",827.75,0.0153,-0.2754
"827.7778",827.7778,0.0147,-0.2646
"827.8056",827.8056,0.0141,-0.2538
"827.8333",827.8333,0.0135,-0.243
"827.8611",827.8611,0.01295,-0.2331
"827.8889",827.8889,0.012425,-0.22365
"827.9167",827.9167,0.0119,-0.2142
"827.9444",827.9444,0.01145,-0.2061
"827.9722",827.9722,0.010975,-0.19755
"828",828,0.0105,-0.189
"828.0278",828.0278,0.0101,-0.1818
"828.0556",828.0556,0.009675,-0.17415
"828.0833",828.0833,0.0093,-0.1674
"828.1111",828.1111,0.0089,-0.1602
"828.1389",828.1389,0.00855,-0.1539
"828.1667",828.1667,0.0082,-0.1476
"828.1944",828.1944,0.007875,-0.14175
"828.2222",828.2222,0.007525,-0.13545
"828.25",828.25,0.00725,-0.1305
"828.2778",828.2778,0.006925,-0.12465
"828.3056",828.3056,0.00665,-0.1197
"828.3333",828.3333,0.006375,-0.11475
"828.3611",828.3611,0.006125,-0.11025
"828.3889",828.3889,0.005875,-0.10575
"828.4167",828.4167,0.005625,-0.10125
"828.4444",828.4444,0.0052,-0.0936
"828.4722",828.4722,0.005,-0.09
"828.5",828.5,0.004775,-0.08595
"828.5278",828.5278,0.0046,-0.0828
"828.5556",828.5556,0.0044,-0.0792
"828.5833",828.5833,0.004225,-0.07605
"828.6111",828.6111,0.00405,-0.0729
"828.6389",828.6389,0.003875,-0.06975
"828.6667",828.6667,0.003725,-0.06705
"828.6944",828.6944,0.003575,-0.06435
"828.7222",828.7222,0.003425,-0.06165
"828.75",828.75,0.0033,-0.0594
"828.7778",828.7778,0.00315,-0.0567
"828.8056",828.8056,0.003025,-0.05445
"828.8333",828.8333,0.0029,-0.0522
"828.8611",828.8611,0.002775,-0.04995
"828.8889",828.8889,0.002675,-0.04815
"828.9167",828.9167,0.00255,-0.0459
"828.9444",828.9444,0.00245,-0.0441
"828.9722",828.9722,0.00235,-0.0423
"829",829,0.00225,-0.0405
"829.0278",829.0278,0.002175,-0.03915
"829.0556",829.0556,0.002075,-0.03735
"829.0833",829.0833,0.002,-0.036
"829.1111",829.1111,0.001925,-0.03465
"829.1389",829.1389,0.001825,-0.03285
"829.1667",829.1667,0.00175,-0.0315
"829.1944",829.1944,0.0017,-0.0306
"829.2222",829.2222,0.001625,-0.02925
"829.25",829.25,0.00155,-0.0279
"829.2778",829.2778,0.0015,-0.027
"829.3056",829.3056,0.001425,-0.02565
"829.3333",829.3333,0.001375,-0.02475
"829.3611",829.3611,0.001325,-0.02385
"829.3889",829.3889,0.00125,-0.0225
"829.4167",829.4167,0.0012,-0.0216
"829.4444",829.4444,0.00115,-0.0207
"829.4722",829.4722,0.001125,-0.02025
"829.5",829.5,0.001075,-0.01935
"829.5278",829.5278,0.001025,-0.01845
"829.5556",829.5556,0.000975,-0.01755
"829.5833",829.5833,0.00095,-0.0171
"829.6111",829.6111,9e-04,-0.0162
"829.6389",829.6389,0.000875,-0.01575
"829.6667",829.6667,0.000825,-0.01485
"829.6944",829.6944,8e-04,-0.0144
"829.7222",829.7222,0.000775,-0.01395
"829.75",829.75,0.000725,-0.01305
"829.7778",829.7778,7e-04,-0.0126
"829.8056",829.8056,0.000675,-0.01215
"829.8333",829.8333,0.00065,-0.0117
"829.8611",829.8611,0.000625,-0.01125
"829.8889",829.8889,6e-04,-0.0108
"829.9167",829.9167,0.000575,-0.01035
"829.9444",829.9444,0.00055,-0.0099
"829.9722",829.9722,0.000525,-0.00945
"830",830,5e-04,-0.009
"830.0278",830.0278,0.000475,-0.00855
"830.0556",830.0556,0.000475,-0.00855
"830.0833",830.0833,0.00045,-0.0081
"830.1111",830.1111,0.000425,-0.00765
"830.1389",830.1389,4e-04,-0.0072
"830.1667",830.1667,4e-04,-0.0072
"830.1944",830.1944,0.000375,-0.00675
"830.2222",830.2222,0.00035,-0.0063
"830.25",830.25,0.00035,-0.0063
"830.2778",830.2778,0.000325,-0.00585
"830.3056",830.3056,0.000325,-0.00585
"830.3333",830.3333,3e-04,-0.0054
"830.3611",830.3611,3e-04,-0.0054
"830.3889",830.3889,0.000275,-0.00495
"830.4167",830.4167,0.000275,-0.00495
"830.4444",830.4444,0,0
"830.4722",830.4722,0,0
"830.5",830.5,0,0
"830.5278",830.5278,0,0
"830.5556",830.5556,0,0
"830.5833",830.5833,0,0
"830.6111",830.6111,0,0
"830.6389",830.6389,0,0
"830.6667",830.6667,0,0
"830.6944",830.6944,0,0
"830.7222",830.7222,0,0
"830.75",830.75,0,0
"830.7778",830.7778,0,0
"830.8056",830.8056,0,0
"830.8333",830.8333,0,0
"830.8611",830.8611,0,0
"830.8889",830.8889,0,0
"830.9167",830.9167,0,0
"830.9444",830.9444,0,0
"830.9722",830.9722,0,0
"831",831,0,0
"831.0278",831.0278,0,0
"831.0556",831.0556,0,0
"831.0833",831.0833,0,0
"831.1111",831.1111,0,0
"831.1389",831.1389,0,0
"831.1667",831.1667,0,0
"831.1944",831.1944,0,0
"831.2222",831.2222,0,0
"831.25",831.25,0,0
"831.2778",831.2778,0,0
"831.3056",831.3056,0,0
"831.3333",831.3333,0,0
"831.3611",831.3611,0,0
"831.3889",831.3889,0,0
"831.4167",831.4167,0,0
"831.4444",831.4444,0,0
"831.4722",831.4722,0,0
"831.5",831.5,0,0
"831.5278",831.5278,0,0
"831.5556",831.5556,0,0
"831.5833",831.5833,0,0
"831.6111",831.6111,0,0
"831.6389",831.6389,0,0
"831.6667",831.6667,0,0
"831.6944",831.6944,0,0
"831.7222",831.7222,0,0
"831.75",831.75,0,0
"831.7778",831.7778,0,0
"831.8056",831.8056,0,0
"831.8333",831.8333,0,0
"831.8611",831.8611,0,0
"831.8889",831.8889,0,0
"831.9167",831.9167,0,0
"831.9444",831.9444,0,0
"831.9722",831.9722,0,0
"832",832,0,0
"832.0278",832.0278,0,0
"832.0556",832.0556,0,0
"832.0833",832.0833,0,0
"832.1111",832.1111,0,0
"832.1389",832.1389,0,0
"832.1667",832.1667,0,0
"832.1944",832.1944,0,0
"832.2222",832.2222,0,0
"832.25",832.25,0,0
"832.2778",832.2778,0,0
"832.3056",832.3056,0,0
"832.3333",832.3333,0,0
"832.3611",832.3611,0,0
"832.3889",832.3889,0,0
"832.4167",832.4167,0,0
"832.4444",832.4444,0,0
"832.4722",832.4722,0,0
"832.5",832.5,0,0
"832.5278",832.5278,0,0
"832.5556",832.5556,0,0
"832.5833",832.5833,0,0
"832.6111",832.6111,0,0
"832.6389",832.6389,0,0
"832.6667",832.6667,0,0
"832.6944",832.6944,0,0
"832.7222",832.7222,0,0
"832.75",832.75,0,0
"832.7778",832.7778,0,0
"832.8056",832.8056,0,0
"832.8333",832.8333,0,0
"832.8611",832.8611,0,0
"832.8889",832.8889,0,0
"832.9167",832.9167,0,0
"832.9444",832.9444,0,0
"832.9722",832.9722,0,0
"833",833,0.00275,-0.0495
"833.0278",833.0278,0.00455,-0.0819
"833.0556",833.0556,0.006325,-0.11385
"833.0833",833.0833,0.008125,-0.14625
"833.1111",833.1111,0.0099,-0.1782
"833.1389",833.1389,0.0117,-0.2106
"833.1667",833.1667,0.013475,-0.24255
"833.1944",833.1944,0.015275,-0.27495
"833.2222",833.2222,0.01705,-0.3069
"833.25",833.25,0.017875,-0.32175
"833.2778",833.2778,0.017875,-0.32175
"833.3056",833.3056,0.017875,-0.32175
"833.3333",833.3333,0.017875,-0.32175
"833.3611",833.3611,0.017875,-0.32175
"833.3889",833.3889,0.017875,-0.32175
"833.4167",833.4167,0.017875,-0.32175
"833.4444",833.4444,0.01715,-0.3087
"833.4722",833.4722,0.01645,-0.2961
"833.5",833.5,0.015775,-0.28395
"833.5278",833.5278,0.015125,-0.27225
"833.5556",833.5556,0.014525,-0.26145
"833.5833",833.5833,0.013925,-0.25065
"833.6111",833.6111,0.01335,-0.2403
"833.6389",833.6389,0.0128,-0.2304
"833.6667",833.6667,0.012275,-0.22095
"833.6944",833.6944,0.011775,-0.21195
"833.7222",833.7222,0.0113,-0.2034
"833.75",833.75,0.01085,-0.1953
"833.7778",833.7778,0.0104,-0.1872
"833.8056",833.8056,0.009975,-0.17955
"833.8333",833.8333,0.009575,-0.17235
"833.8611",833.8611,0.009175,-0.16515
"833.8889",833.8889,0.0088,-0.1584
"833.9167",833.9167,0.00845,-0.1521
"833.9444",833.9444,0.0081,-0.1458
"833.9722",833.9722,0.007775,-0.13995
"834",834,0.00745,-0.1341
"834.0278",834.0278,0.00715,-0.1287
"834.0556",834.0556,0.00685,-0.1233
"834.0833",834.0833,0.006575,-0.11835
"834.1111",834.1111,0.0063,-0.1134
"834.1389",834.1389,0.00605,-0.1089
"834.1667",834.1667,0.0058,-0.1044
"834.1944",834.1944,0.005575,-0.10035
"834.2222",834.2222,0.00535,-0.0963
"834.25",834.25,0.005125,-0.09225
"834.2778",834.2778,0.0049,-0.0882
"834.3056",834.3056,0.0047,-0.0846
"834.3333",834.3333,0.004525,-0.08145
"834.3611",834.3611,0.004325,-0.07785
"834.3889",834.3889,0.00415,-0.0747
"834.4167",834.4167,0.004,-0.072
"834.4444",834.4444,0.003825,-0.06885
"834.4722",834.4722,0.003675,-0.06615
"834.5",834.5,0.003525,-0.06345
"834.5278",834.5278,0.003375,-0.06075
"834.5556",834.5556,0.00325,-0.0585
"834.5833",834.5833,0.0031,-0.0558
"834.6111",834.6111,0.002975,-0.05355
"834.6389",834.6389,0.00285,-0.0513
"834.6667",834.6667,0.00275,-0.0495
"834.6944",834.6944,0.002625,-0.04725
"834.7222",834.7222,0.002525,-0.04545
"834.75",834.75,0.002425,-0.04365
"834.7778",834.7778,0.002325,-0.04185
"834.8056",834.8056,0.002225,-0.04005
"834.8333",834.8333,0.002125,-0.03825
"834.8611",834.8611,0.00205,-0.0369
"834.8889",834.8889,0.001975,-0.03555
"834.9167",834.9167,0.001875,-0.03375
"834.9444",834.9444,0.0018,-0.0324
"834.9722",834.9722,0.001725,-0.03105
"835",835,0.004425,-0.07965
"835.0278",835.0278,0.00665,-0.1197
"835.0556",835.0556,0.00885,-0.1593
"835.0833",835.0833,0.0111,-0.1998
"835.1111",835.1111,0.0133,-0.2394
"835.1389",835.1389,0.01555,-0.2799
"835.1667",835.1667,0.017775,-0.31995
"835.1944",835.1944,0.020025,-0.36045
"835.2222",835.2222,0.02225,-0.4005
"835.25",835.25,0.024025,-0.43245
"835.2778",835.2778,0.023975,-0.43155
"835.3056",835.3056,0.023925,-0.43065
"835.3333",835.3333,0.023875,-0.42975
"835.3611",835.3611,0.02385,-0.4293
"835.3889",835.3889,0.0238,-0.4284
"835.4167",835.4167,0.023775,-0.42795
"835.4444",835.4444,0.0228,-0.4104
"835.4722",835.4722,0.021875,-0.39375
"835.5",835.5,0.020975,-0.37755
"835.5278",835.5278,0.020125,-0.36225
"835.5556",835.5556,0.0193,-0.3474
"835.5833",835.5833,0.018525,-0.33345
"835.6111",835.6111,0.017775,-0.31995
"835.6389",835.6389,0.01705,-0.3069
"835.6667",835.6667,0.016325,-0.29385
"835.6944",835.6944,0.01565,-0.2817
"835.7222",835.7222,0.01505,-0.2709
"835.75",835.75,0.014425,-0.25965
"835.7778",835.7778,0.013825,-0.24885
"835.8056",835.8056,0.013275,-0.23895
"835.8333",835.8333,0.012725,-0.22905
"835.8611",835.8611,0.0122,-0.2196
"835.8889",835.8889,0.011725,-0.21105
"835.9167",835.9167,0.011225,-0.20205
"835.9444",835.9444,0.010775,-0.19395
"835.9722",835.9722,0.010325,-0.18585
"836",836,0.009925,-0.17865
"836.0278",836.0278,0.0095,-0.171
"836.0556",836.0556,0.009125,-0.16425
"836.0833",836.0833,0.00875,-0.1575
"836.1111",836.1111,0.0084,-0.1512
"836.1389",836.1389,0.00805,-0.1449
"836.1667",836.1667,0.007725,-0.13905
"836.1944",836.1944,0.0074,-0.1332
"836.2222",836.2222,0.0071,-0.1278
"836.25",836.25,0.0068,-0.1224
"836.2778",836.2778,0.00655,-0.1179
"836.3056",836.3056,0.00625,-0.1125
"836.3333",836.3333,0.006,-0.108
"836.3611",836.3611,0.005775,-0.10395
"836.3889",836.3889,0.005525,-0.09945
"836.4167",836.4167,0.0053,-0.0954
"836.4444",836.4444,0.0049,-0.0882
"836.4722",836.4722,0.0047,-0.0846
"836.5",836.5,0.0045,-0.081
"836.5278",836.5278,0.004325,-0.07785
"836.5556",836.5556,0.00415,-0.0747
"836.5833",836.5833,0.003975,-0.07155
"836.6111",836.6111,0.003825,-0.06885
"836.6389",836.6389,0.00365,-0.0657
"836.6667",836.6667,0.0035,-0.063
"836.6944",836.6944,0.003375,-0.06075
"836.7222",836.7222,0.003225,-0.05805
"836.75",836.75,0.0031,-0.0558
"836.7778",836.7778,0.002975,-0.05355
"836.8056",836.8056,0.00285,-0.0513
"836.8333",836.8333,0.002725,-0.04905
"836.8611",836.8611,0.002625,-0.04725
"836.8889",836.8889,0.002525,-0.04545
"836.9167",836.9167,0.0024,-0.0432
"836.9444",836.9444,0.002325,-0.04185
"836.9722",836.9722,0.002225,-0.04005
"837",837,0.002125,-0.03825
"837.0278",837.0278,0.00205,-0.0369
"837.0556",837.0556,0.00195,-0.0351
"837.0833",837.0833,0.001875,-0.03375
"837.1111",837.1111,0.0018,-0.0324
"837.1389",837.1389,0.001725,-0.03105
"837.1667",837.1667,0.00165,-0.0297
"837.1944",837.1944,0.0016,-0.0288
"837.2222",837.2222,0.001525,-0.02745
"837.25",837.25,0.001475,-0.02655
"837.2778",837.2778,0.0014,-0.0252
"837.3056",837.3056,0.00135,-0.0243
"837.3333",837.3333,0.0013,-0.0234
"837.3611",837.3611,0.00125,-0.0225
"837.3889",837.3889,0.0012,-0.0216
"837.4167",837.4167,0.00115,-0.0207
"837.4444",837.4444,0.0011,-0.0198
"837.4722",837.4722,0.00105,-0.0189
"837.5",837.5,0.001,-0.018
"837.5278",837.5278,0.000975,-0.01755
"837.5556",837.5556,0.000925,-0.01665
"837.5833",837.5833,0.000875,-0.01575
"837.6111",837.6111,0.00085,-0.0153
"837.6389",837.6389,0.000825,-0.01485
"837.6667",837.6667,0.000775,-0.01395
"837.6944",837.6944,0.00075,-0.0135
"837.7222",837.7222,0.000725,-0.01305
"837.75",837.75,7e-04,-0.0126
"837.7778",837.7778,0.000675,-0.01215
"837.8056",837.8056,0.000625,-0.01125
"837.8333",837.8333,6e-04,-0.0108
"837.8611",837.8611,0.000575,-0.01035
"837.8889",837.8889,0.00055,-0.0099
"837.9167",837.9167,0.00055,-0.0099
"837.9444",837.9444,0.000525,-0.00945
