"","V1","V2","V3"
"1570.0556",1570.0556,0.006375,-0.11475
"1570.0833",1570.0833,0.007825,-0.14085
"1570.1111",1570.1111,0.009325,-0.16785
"1570.1389",1570.1389,0.0108,-0.1944
"1570.1667",1570.1667,0.012275,-0.22095
"1570.1944",1570.1944,0.01375,-0.2475
"1570.2222",1570.2222,0.01525,-0.2745
"1570.25",1570.25,0.015475,-0.27855
"1570.2778",1570.2778,0.015475,-0.27855
"1570.3056",1570.3056,0.015425,-0.27765
"1570.3333",1570.3333,0.015425,-0.27765
"1570.3611",1570.3611,0.0154,-0.2772
"1570.3889",1570.3889,0.0154,-0.2772
"1570.4167",1570.4167,0.01525,-0.2745
"1570.4444",1570.4444,0.014625,-0.26325
"1570.4722",1570.4722,0.01405,-0.2529
"1570.5",1570.5,0.01345,-0.2421
"1570.5278",1570.5278,0.0129,-0.2322
"1570.5556",1570.5556,0.0124,-0.2232
"1570.5833",1570.5833,0.011875,-0.21375
"1570.6111",1570.6111,0.0114,-0.2052
"1570.6389",1570.6389,0.010925,-0.19665
"1570.6667",1570.6667,0.010475,-0.18855
"1570.6944",1570.6944,0.01005,-0.1809
"1570.7222",1570.7222,0.00965,-0.1737
"1570.75",1570.75,0.00925,-0.1665
"1570.7778",1570.7778,0.00885,-0.1593
"1570.8056",1570.8056,0.0085,-0.153
"1570.8333",1570.8333,0.00815,-0.1467
"1570.8611",1570.8611,0.007825,-0.14085
"1570.8889",1570.8889,0.007525,-0.13545
"1570.9167",1570.9167,0.0071,-0.1278
"1570.9444",1570.9444,0.0068,-0.1224
"1570.9722",1570.9722,0.006525,-0.11745
"1571",1571,0.009,-0.162
"1571.0278",1571.0278,0.010475,-0.18855
"1571.0556",1571.0556,0.011925,-0.21465
"1571.0833",1571.0833,0.013425,-0.24165
"1571.1111",1571.1111,0.014925,-0.26865
"1571.1389",1571.1389,0.0164,-0.2952
"1571.1667",1571.1667,0.017925,-0.32265
"1571.1944",1571.1944,0.019425,-0.34965
"1571.2222",1571.2222,0.02095,-0.3771
"1571.25",1571.25,0.02145,-0.3861
"1571.2778",1571.2778,0.021275,-0.38295
"1571.3056",1571.3056,0.0211,-0.3798
"1571.3333",1571.3333,0.02095,-0.3771
"1571.3611",1571.3611,0.0208,-0.3744
"1571.3889",1571.3889,0.02065,-0.3717
"1571.4167",1571.4167,0.0205,-0.369
"1571.4444",1571.4444,0.019675,-0.35415
"1571.4722",1571.4722,0.018875,-0.33975
"1571.5",1571.5,0.0181,-0.3258
"1571.5278",1571.5278,0.01735,-0.3123
"1571.5556",1571.5556,0.01665,-0.2997
"1571.5833",1571.5833,0.015975,-0.28755
"1571.6111",1571.6111,0.015325,-0.27585
"1571.6389",1571.6389,0.0147,-0.2646
"1571.6667",1571.6667,0.0141,-0.2538
"1571.6944",1571.6944,0.013525,-0.24345
"1571.7222",1571.7222,0.012975,-0.23355
"1571.75",1571.75,0.012425,-0.22365
"1571.7778",1571.7778,0.011925,-0.21465
"1571.8056",1571.8056,0.01145,-0.2061
"1571.8333",1571.8333,0.010975,-0.19755
"1571.8611",1571.8611,0.010525,-0.18945
"1571.8889",1571.8889,0.0101,-0.1818
"1571.9167",1571.9167,0.009675,-0.17415
"1571.9444",1571.9444,0.0093,-0.1674
"1571.9722",1571.9722,0.0089,-0.1602
"1572",1572,0.00855,-0.1539
"1572.0278",1572.0278,0.0082,-0.1476
"1572.0556",1572.0556,0.00785,-0.1413
"1572.0833",1572.0833,0.00755,-0.1359
"1572.1111",1572.1111,0.007225,-0.13005
"1572.1389",1572.1389,0.006925,-0.12465
"1572.1667",1572.1667,0.006675,-0.12015
"1572.1944",1572.1944,0.0064,-0.1152
"1572.2222",1572.2222,0.006125,-0.11025
"1572.25",1572.25,0.005875,-0.10575
"1572.2778",1572.2778,0.00565,-0.1017
"1572.3056",1572.3056,0.0054,-0.0972
"1572.3333",1572.3333,0.0052,-0.0936
"1572.3611",1572.3611,0.004975,-0.08955
"1572.3889",1572.3889,0.004775,-0.08595
"1572.4167",1572.4167,0.004575,-0.08235
"1572.4444",1572.4444,0.0044,-0.0792
"1572.4722",1572.4722,0.004225,-0.07605
"1572.5",1572.5,0.004025,-0.07245
"1572.5278",1572.5278,0.003875,-0.06975
"1572.5556",1572.5556,0.0037,-0.0666
"1572.5833",1572.5833,0.00355,-0.0639
"1572.6111",1572.6111,0.0034,-0.0612
"1572.6389",1572.6389,0.003275,-0.05895
"1572.6667",1572.6667,0.00315,-0.0567
"1572.6944",1572.6944,0.005775,-0.10395
"1572.7222",1572.7222,0.0079,-0.1422
"1572.75",1572.75,0.010025,-0.18045
"1572.7778",1572.7778,0.012175,-0.21915
"1572.8056",1572.8056,0.0143,-0.2574
"1572.8333",1572.8333,0.01645,-0.2961
"1572.8611",1572.8611,0.018625,-0.33525
"1572.8889",1572.8889,0.02075,-0.3735
"1572.9167",1572.9167,0.022925,-0.41265
"1572.9444",1572.9444,0.024575,-0.44235
"1572.9722",1572.9722,0.024525,-0.44145
"1573",1573,0.024425,-0.43965
"1573.0278",1573.0278,0.02435,-0.4383
"1573.0556",1573.0556,0.024275,-0.43695
"1573.0833",1573.0833,0.0242,-0.4356
"1573.1111",1573.1111,0.024125,-0.43425
"1573.1389",1573.1389,0.02315,-0.4167
"1573.1667",1573.1667,0.022225,-0.40005
"1573.1944",1573.1944,0.0213,-0.3834
"1573.2222",1573.2222,0.02045,-0.3681
"1573.25",1573.25,0.0196,-0.3528
"1573.2778",1573.2778,0.0188,-0.3384
"1573.3056",1573.3056,0.018025,-0.32445
"1573.3333",1573.3333,0.0173,-0.3114
"1573.3611",1573.3611,0.016575,-0.29835
"1573.3889",1573.3889,0.015925,-0.28665
"1573.4167",1573.4167,0.01525,-0.2745
"1573.4444",1573.4444,0.014475,-0.26055
"1573.4722",1573.4722,0.013875,-0.24975
"1573.5",1573.5,0.013325,-0.23985
"1573.5278",1573.5278,0.012775,-0.22995
"1573.5556",1573.5556,0.012275,-0.22095
"1573.5833",1573.5833,0.011775,-0.21195
"1573.6111",1573.6111,0.0113,-0.2034
"1573.6389",1573.6389,0.0108,-0.1944
"1573.6667",1573.6667,0.010375,-0.18675
"1573.6944",1573.6944,0.009975,-0.17955
"1573.7222",1573.7222,0.00955,-0.1719
"1573.75",1573.75,0.009175,-0.16515
"1573.7778",1573.7778,0.008775,-0.15795
"1573.8056",1573.8056,0.008425,-0.15165
"1573.8333",1573.8333,0.008075,-0.14535
"1573.8611",1573.8611,0.00775,-0.1395
"1573.8889",1573.8889,0.00745,-0.1341
"1573.9167",1573.9167,0.007125,-0.12825
"1573.9444",1573.9444,0.006825,-0.12285
"1573.9722",1573.9722,0.006575,-0.11835
"1574",1574,0.006275,-0.11295
"1574.0278",1574.0278,0.00605,-0.1089
"1574.0556",1574.0556,0.005775,-0.10395
"1574.0833",1574.0833,0.005575,-0.10035
"1574.1111",1574.1111,0.005325,-0.09585
"1574.1389",1574.1389,0.005125,-0.09225
"1574.1667",1574.1667,0.0049,-0.0882
"1574.1944",1574.1944,0.0047,-0.0846
"1574.2222",1574.2222,0.0045,-0.081
"1574.25",1574.25,0.004325,-0.07785
"1574.2778",1574.2778,0.00415,-0.0747
"1574.3056",1574.3056,0.003975,-0.07155
"1574.3333",1574.3333,0.003825,-0.06885
"1574.3611",1574.3611,0.00365,-0.0657
"1574.3889",1574.3889,0.003525,-0.06345
"1574.4167",1574.4167,0.003375,-0.06075
"1574.4444",1574.4444,0.00305,-0.0549
"1574.4722",1574.4722,0.002925,-0.05265
"1574.5",1574.5,0.0028,-0.0504
"1574.5278",1574.5278,0.0027,-0.0486
"1574.5556",1574.5556,0.002575,-0.04635
"1574.5833",1574.5833,0.002475,-0.04455
"1574.6111",1574.6111,0.002375,-0.04275
"1574.6389",1574.6389,0.002275,-0.04095
"1574.6667",1574.6667,0.002175,-0.03915
"1574.6944",1574.6944,0.0021,-0.0378
"1574.7222",1574.7222,0.002,-0.036
"1574.75",1574.75,0.001925,-0.03465
"1574.7778",1574.7778,0.00185,-0.0333
"1574.8056",1574.8056,0.001775,-0.03195
"1574.8333",1574.8333,0.0017,-0.0306
"1574.8611",1574.8611,0.001625,-0.02925
"1574.8889",1574.8889,0.001575,-0.02835
"1574.9167",1574.9167,0.0015,-0.027
"1574.9444",1574.9444,0.00145,-0.0261
"1574.9722",1574.9722,0.001375,-0.02475
"1575",1575,0.001325,-0.02385
"1575.0278",1575.0278,0.001275,-0.02295
"1575.0556",1575.0556,0.001225,-0.02205
"1575.0833",1575.0833,0.001175,-0.02115
"1575.1111",1575.1111,0.001125,-0.02025
"1575.1389",1575.1389,0.001075,-0.01935
"1575.1667",1575.1667,0.001025,-0.01845
"1575.1944",1575.1944,0.001,-0.018
"1575.2222",1575.2222,0.00095,-0.0171
"1575.25",1575.25,9e-04,-0.0162
"1575.2778",1575.2778,0.000875,-0.01575
"1575.3056",1575.3056,0.00085,-0.0153
"1575.3333",1575.3333,8e-04,-0.0144
"1575.3611",1575.3611,0.000775,-0.01395
"1575.3889",1575.3889,0.00075,-0.0135
"1575.4167",1575.4167,7e-04,-0.0126
"1575.4444",1575.4444,0.000675,-0.01215
"1575.4722",1575.4722,0.00065,-0.0117
"1575.5",1575.5,0.011625,-0.20925
"1575.5278",1575.5278,0.01615,-0.2907
"1575.5556",1575.5556,0.02065,-0.3717
"1575.5833",1575.5833,0.025175,-0.45315
"1575.6111",1575.6111,0.029675,-0.53415
"1575.6389",1575.6389,0.0342,-0.6156
"1575.6667",1575.6667,0.038725,-0.69705
"1575.6944",1575.6944,0.043225,-0.77805
"1575.7222",1575.7222,0.04775,-0.8595
"1575.75",1575.75,0.0519,-0.9342
"1575.7778",1575.7778,0.054075,-0.97335
"1575.8056",1575.8056,0.0562,-1.0116
"1575.8333",1575.8333,0.0583,-1.0494
"1575.8611",1575.8611,0.060475,-1.08855
"1575.8889",1575.8889,0.062575,-1.12635
"1575.9167",1575.9167,0.0647,-1.1646
"1575.9444",1575.9444,0.0659,-1.1862
"1575.9722",1575.9722,0.067075,-1.20735
"1576",1576,0.068125,-1.22625
"1576.0278",1576.0278,0.06895,-1.2411
"1576.0556",1576.0556,0.06985,-1.2573
"1576.0833",1576.0833,0.07015,-1.2627
"1576.1111",1576.1111,0.069625,-1.25325
"1576.1389",1576.1389,0.06865,-1.2357
"1576.1667",1576.1667,0.067925,-1.22265
"1576.1944",1576.1944,0.067275,-1.21095
"1576.2222",1576.2222,0.066625,-1.19925
"1576.25",1576.25,0.066,-1.188
"1576.2778",1576.2778,0.065125,-1.17225
"1576.3056",1576.3056,0.0643,-1.1574
"1576.3333",1576.3333,0.063475,-1.14255
"1576.3611",1576.3611,0.06225,-1.1205
"1576.3889",1576.3889,0.06035,-1.0863
"1576.4167",1576.4167,0.058575,-1.05435
"1576.4444",1576.4444,0.056775,-1.02195
"1576.4722",1576.4722,0.055075,-0.99135
"1576.5",1576.5,0.053425,-0.96165
"1576.5278",1576.5278,0.051825,-0.93285
"1576.5556",1576.5556,0.050275,-0.90495
"1576.5833",1576.5833,0.048775,-0.87795
"1576.6111",1576.6111,0.047325,-0.85185
"1576.6389",1576.6389,0.045925,-0.82665
"1576.6667",1576.6667,0.044575,-0.80235
"1576.6944",1576.6944,0.043225,-0.77805
"1576.7222",1576.7222,0.04195,-0.7551
"1576.75",1576.75,0.040725,-0.73305
"1576.7778",1576.7778,0.0395,-0.711
"1576.8056",1576.8056,0.038325,-0.68985
"1576.8333",1576.8333,0.037175,-0.66915
"1576.8611",1576.8611,0.0361,-0.6498
"1576.8889",1576.8889,0.035025,-0.63045
"1576.9167",1576.9167,0.033975,-0.61155
"1576.9444",1576.9444,0.033,-0.594
"1576.9722",1576.9722,0.032025,-0.57645
"1577",1577,0.031075,-0.55935
"1577.0278",1577.0278,0.03015,-0.5427
"1577.0556",1577.0556,0.029275,-0.52695
"1577.0833",1577.0833,0.0284,-0.5112
"1577.1111",1577.1111,0.027575,-0.49635
"1577.1389",1577.1389,0.02675,-0.4815
"1577.1667",1577.1667,0.025975,-0.46755
"1577.1944",1577.1944,0.025225,-0.45405
"1577.2222",1577.2222,0.024475,-0.44055
"1577.25",1577.25,0.023775,-0.42795
"1577.2778",1577.2778,0.02305,-0.4149
"1577.3056",1577.3056,0.0224,-0.4032
"1577.3333",1577.3333,0.021725,-0.39105
"1577.3611",1577.3611,0.02115,-0.3807
"1577.3889",1577.3889,0.0205,-0.369
"1577.4167",1577.4167,0.019875,-0.35775
"1577.4444",1577.4444,0.019325,-0.34785
"1577.4722",1577.4722,0.01875,-0.3375
"1577.5",1577.5,0.018225,-0.32805
"1577.5278",1577.5278,0.017675,-0.31815
"1577.5556",1577.5556,0.017175,-0.30915
"1577.5833",1577.5833,0.0167,-0.3006
"1577.6111",1577.6111,0.016175,-0.29115
"1577.6389",1577.6389,0.015725,-0.28305
"1577.6667",1577.6667,0.01525,-0.2745
"1577.6944",1577.6944,0.014825,-0.26685
"1577.7222",1577.7222,0.014375,-0.25875
"1577.75",1577.75,0.013975,-0.25155
"1577.7778",1577.7778,0.013575,-0.24435
"1577.8056",1577.8056,0.013175,-0.23715
"1577.8333",1577.8333,0.0128,-0.2304
"1577.8611",1577.8611,0.012425,-0.22365
"1577.8889",1577.8889,0.0121,-0.2178
"1577.9167",1577.9167,0.01175,-0.2115
"1577.9444",1577.9444,0.0114,-0.2052
"1577.9722",1577.9722,0.011075,-0.19935
"1578",1578,0.013525,-0.24345
"1578.0278",1578.0278,0.01515,-0.2727
"1578.0556",1578.0556,0.016775,-0.30195
"1578.0833",1578.0833,0.0184,-0.3312
"1578.1111",1578.1111,0.02005,-0.3609
"1578.1389",1578.1389,0.021675,-0.39015
"1578.1667",1578.1667,0.023375,-0.42075
"1578.1944",1578.1944,0.02505,-0.4509
"1578.2222",1578.2222,0.0267,-0.4806
"1578.25",1578.25,0.027575,-0.49635
"1578.2778",1578.2778,0.027325,-0.49185
"1578.3056",1578.3056,0.027125,-0.48825
"1578.3333",1578.3333,0.0269,-0.4842
"1578.3611",1578.3611,0.026675,-0.48015
"1578.3889",1578.3889,0.026475,-0.47655
"1578.4167",1578.4167,0.02625,-0.4725
"1578.4444",1578.4444,0.025275,-0.45495
"1578.4722",1578.4722,0.024325,-0.43785
"1578.5",1578.5,0.0234,-0.4212
"1578.5278",1578.5278,0.022525,-0.40545
"1578.5556",1578.5556,0.021675,-0.39015
"1578.5833",1578.5833,0.020875,-0.37575
"1578.6111",1578.6111,0.0201,-0.3618
"1578.6389",1578.6389,0.01935,-0.3483
"1578.6667",1578.6667,0.01865,-0.3357
"1578.6944",1578.6944,0.01795,-0.3231
"1578.7222",1578.7222,0.0173,-0.3114
"1578.75",1578.75,0.016625,-0.29925
"1578.7778",1578.7778,0.016025,-0.28845
"1578.8056",1578.8056,0.0154,-0.2772
"1578.8333",1578.8333,0.014825,-0.26685
"1578.8611",1578.8611,0.0143,-0.2574
"1578.8889",1578.8889,0.01375,-0.2475
"1578.9167",1578.9167,0.013275,-0.23895
"1578.9444",1578.9444,0.012525,-0.22545
"1578.9722",1578.9722,0.012075,-0.21735
"1579",1579,0.011625,-0.20925
"1579.0278",1579.0278,0.0112,-0.2016
"1579.0556",1579.0556,0.010775,-0.19395
"1579.0833",1579.0833,0.010375,-0.18675
"1579.1111",1579.1111,0.01,-0.18
"1579.1389",1579.1389,0.00965,-0.1737
"1579.1667",1579.1667,0.009275,-0.16695
"1579.1944",1579.1944,0.00895,-0.1611
"1579.2222",1579.2222,0.008625,-0.15525
"1579.25",1579.25,0.0083,-0.1494
"1579.2778",1579.2778,0.008,-0.144
"1579.3056",1579.3056,0.007725,-0.13905
"1579.3333",1579.3333,0.007425,-0.13365
"1579.3611",1579.3611,0.00715,-0.1287
"1579.3889",1579.3889,0.006925,-0.12465
"1579.4167",1579.4167,0.006625,-0.11925
"1579.4444",1579.4444,0.006425,-0.11565
"1579.4722",1579.4722,0.0062,-0.1116
"1579.5",1579.5,0.005975,-0.10755
"1579.5278",1579.5278,0.00575,-0.1035
"1579.5556",1579.5556,0.005525,-0.09945
"1579.5833",1579.5833,0.00535,-0.0963
"1579.6111",1579.6111,0.00515,-0.0927
"1579.6389",1579.6389,0.00495,-0.0891
"1579.6667",1579.6667,0.004775,-0.08595
"1579.6944",1579.6944,0.004625,-0.08325
"1579.7222",1579.7222,0.00445,-0.0801
"1579.75",1579.75,0.0043,-0.0774
"1579.7778",1579.7778,0.00415,-0.0747
"1579.8056",1579.8056,0.004,-0.072
"1579.8333",1579.8333,0.00385,-0.0693
"1579.8611",1579.8611,0.0037,-0.0666
"1579.8889",1579.8889,0.0036,-0.0648
"1579.9167",1579.9167,0.00345,-0.0621
"1579.9444",1579.9444,0.00335,-0.0603
"1579.9722",1579.9722,0.003225,-0.05805
"1580",1580,0.008625,-0.15525
"1580.0278",1580.0278,0.01,-0.18
"1580.0556",1580.0556,0.0114,-0.2052
"1580.0833",1580.0833,0.0128,-0.2304
"1580.1111",1580.1111,0.0142,-0.2556
"1580.1389",1580.1389,0.0156,-0.2808
"1580.1667",1580.1667,0.01655,-0.2979
"1580.1944",1580.1944,0.0174,-0.3132
"1580.2222",1580.2222,0.01735,-0.3123
"1580.25",1580.25,0.017275,-0.31095
"1580.2778",1580.2778,0.017,-0.306
"1580.3056",1580.3056,0.01695,-0.3051
"1580.3333",1580.3333,0.01685,-0.3033
"1580.3611",1580.3611,0.016275,-0.29295
"1580.3889",1580.3889,0.015575,-0.28035
"1580.4167",1580.4167,0.014925,-0.26865
"1580.4444",1580.4444,0.014325,-0.25785
"1580.4722",1580.4722,0.013725,-0.24705
"1580.5",1580.5,0.013175,-0.23715
"1580.5278",1580.5278,0.012625,-0.22725
"1580.5556",1580.5556,0.012125,-0.21825
"1580.5833",1580.5833,0.011625,-0.20925
"1580.6111",1580.6111,0.01115,-0.2007
"1580.6389",1580.6389,0.0107,-0.1926
"1580.6667",1580.6667,0.01025,-0.1845
"1580.6944",1580.6944,0.009825,-0.17685
"1580.7222",1580.7222,0.00945,-0.1701
"1580.75",1580.75,0.00905,-0.1629
"1580.7778",1580.7778,0.008675,-0.15615
"1580.8056",1580.8056,0.008325,-0.14985
"1580.8333",1580.8333,0.008,-0.144
"1580.8611",1580.8611,0.00765,-0.1377
"1580.8889",1580.8889,0.00735,-0.1323
"1580.9167",1580.9167,0.00705,-0.1269
"1580.9444",1580.9444,0.006775,-0.12195
"1580.9722",1580.9722,0.006475,-0.11655
"1581",1581,0.006225,-0.11205
"1581.0278",1581.0278,0.005975,-0.10755
"1581.0556",1581.0556,0.005725,-0.10305
"1581.0833",1581.0833,0.005475,-0.09855
"1581.1111",1581.1111,0.005275,-0.09495
"1581.1389",1581.1389,0.00505,-0.0909
"1581.1667",1581.1667,0.00485,-0.0873
"1581.1944",1581.1944,0.00465,-0.0837
"1581.2222",1581.2222,0.004475,-0.08055
"1581.25",1581.25,0.004275,-0.07695
"1581.2778",1581.2778,0.0041,-0.0738
"1581.3056",1581.3056,0.003925,-0.07065
"1581.3333",1581.3333,0.003775,-0.06795
"1581.3611",1581.3611,0.0036,-0.0648
"1581.3889",1581.3889,0.003475,-0.06255
"1581.4167",1581.4167,0.00335,-0.0603
"1581.4444",1581.4444,0.002975,-0.05355
"1581.4722",1581.4722,0.00285,-0.0513
"1581.5",1581.5,0.00275,-0.0495
"1581.5278",1581.5278,0.002625,-0.04725
"1581.5556",1581.5556,0.00255,-0.0459
"1581.5833",1581.5833,0.002425,-0.04365
"1581.6111",1581.6111,0.002325,-0.04185
"1581.6389",1581.6389,0.002225,-0.04005
"1581.6667",1581.6667,0.00215,-0.0387
"1581.6944",1581.6944,0.00205,-0.0369
"1581.7222",1581.7222,0.00195,-0.0351
"1581.75",1581.75,0.001875,-0.03375
"1581.7778",1581.7778,0.0018,-0.0324
"1581.8056",1581.8056,0.001725,-0.03105
"1581.8333",1581.8333,0.001675,-0.03015
"1581.8611",1581.8611,0.0016,-0.0288
"1581.8889",1581.8889,0.001525,-0.02745
"1581.9167",1581.9167,0.001475,-0.02655
"1581.9444",1581.9444,0.0014,-0.0252
"1581.9722",1581.9722,0.001375,-0.02475
"1582",1582,0.0013,-0.0234
"1582.0278",1582.0278,0.00125,-0.0225
"1582.0556",1582.0556,0.0012,-0.0216
"1582.0833",1582.0833,0.00115,-0.0207
"1582.1111",1582.1111,0.0011,-0.0198
"1582.1389",1582.1389,0.00105,-0.0189
"1582.1667",1582.1667,0.001025,-0.01845
"1582.1944",1582.1944,0.000975,-0.01755
"1582.2222",1582.2222,0.000925,-0.01665
"1582.25",1582.25,9e-04,-0.0162
"1582.2778",1582.2778,0.00085,-0.0153
"1582.3056",1582.3056,0.000825,-0.01485
"1582.3333",1582.3333,0.000775,-0.01395
"1582.3611",1582.3611,0.00075,-0.0135
"1582.3889",1582.3889,0.000725,-0.01305
"1582.4167",1582.4167,7e-04,-0.0126
"1582.4444",1582.4444,0.000675,-0.01215
"1582.4722",1582.4722,0.000625,-0.01125
"1582.5",1582.5,0.000625,-0.01125
"1582.5278",1582.5278,6e-04,-0.0108
"1582.5556",1582.5556,0.00055,-0.0099
"1582.5833",1582.5833,0.00055,-0.0099
"1582.6111",1582.6111,0.000525,-0.00945
"1582.6389",1582.6389,5e-04,-0.009
"1582.6667",1582.6667,0.000475,-0.00855
"1582.6944",1582.6944,0.000475,-0.00855
"1582.7222",1582.7222,0.000425,-0.00765
"1582.75",1582.75,0.000425,-0.00765
"1582.7778",1582.7778,4e-04,-0.0072
"1582.8056",1582.8056,4e-04,-0.0072
"1582.8333",1582.8333,0.000375,-0.00675
"1582.8611",1582.8611,0.00035,-0.0063
"1582.8889",1582.8889,0.00035,-0.0063
"1582.9167",1582.9167,0.000325,-0.00585
"1582.9444",1582.9444,0.000325,-0.00585
"1582.9722",1582.9722,3e-04,-0.0054
"1583",1583,0.003025,-0.05445
"1583.0278",1583.0278,0.004525,-0.08145
"1583.0556",1583.0556,0.006025,-0.10845
"1583.0833",1583.0833,0.007525,-0.13545
"1583.1111",1583.1111,0.009,-0.162
"1583.1389",1583.1389,0.0105,-0.189
"1583.1667",1583.1667,0.012,-0.216
"1583.1944",1583.1944,0.0135,-0.243
"1583.2222",1583.2222,0.01495,-0.2691
"1583.25",1583.25,0.0152,-0.2736
"1583.2778",1583.2778,0.0152,-0.2736
"1583.3056",1583.3056,0.0152,-0.2736
"1583.3333",1583.3333,0.015175,-0.27315
"1583.3611",1583.3611,0.015125,-0.27225
"1583.3889",1583.3889,0.015125,-0.27225
"1583.4167",1583.4167,0.015025,-0.27045
"1583.4444",1583.4444,0.0144,-0.2592
"1583.4722",1583.4722,0.013825,-0.24885
"1583.5",1583.5,0.01325,-0.2385
"1583.5278",1583.5278,0.0127,-0.2286
"1583.5556",1583.5556,0.0122,-0.2196
"1583.5833",1583.5833,0.0117,-0.2106
"1583.6111",1583.6111,0.011225,-0.20205
"1583.6389",1583.6389,0.01075,-0.1935
"1583.6667",1583.6667,0.010325,-0.18585
"1583.6944",1583.6944,0.0099,-0.1782
"1583.7222",1583.7222,0.0095,-0.171
"1583.75",1583.75,0.0091,-0.1638
"1583.7778",1583.7778,0.008725,-0.15705
"1583.8056",1583.8056,0.008375,-0.15075
"1583.8333",1583.8333,0.008025,-0.14445
"1583.8611",1583.8611,0.0077,-0.1386
"1583.8889",1583.8889,0.0074,-0.1332
"1583.9167",1583.9167,0.0071,-0.1278
"1583.9444",1583.9444,0.0068,-0.1224
"1583.9722",1583.9722,0.006525,-0.11745
"1584",1584,0.00625,-0.1125
"1584.0278",1584.0278,0.006,-0.108
"1584.0556",1584.0556,0.00575,-0.1035
"1584.0833",1584.0833,0.005525,-0.09945
"1584.1111",1584.1111,0.0053,-0.0954
"1584.1389",1584.1389,0.005075,-0.09135
"1584.1667",1584.1667,0.004875,-0.08775
"1584.1944",1584.1944,0.004675,-0.08415
"1584.2222",1584.2222,0.004475,-0.08055
"1584.25",1584.25,0.0043,-0.0774
"1584.2778",1584.2778,0.004125,-0.07425
"1584.3056",1584.3056,0.00395,-0.0711
"1584.3333",1584.3333,0.0038,-0.0684
"1584.3611",1584.3611,0.00365,-0.0657
"1584.3889",1584.3889,0.0035,-0.063
"1584.4167",1584.4167,0.00335,-0.0603
"1584.4444",1584.4444,0.003225,-0.05805
"1584.4722",1584.4722,0.003075,-0.05535
"1584.5",1584.5,0.00295,-0.0531
"1584.5278",1584.5278,0.002825,-0.05085
"1584.5556",1584.5556,0.002725,-0.04905
"1584.5833",1584.5833,0.0026,-0.0468
"1584.6111",1584.6111,0.0025,-0.045
"1584.6389",1584.6389,0.0024,-0.0432
"1584.6667",1584.6667,0.0023,-0.0414
"1584.6944",1584.6944,0.0022,-0.0396
"1584.7222",1584.7222,0.002125,-0.03825
"1584.75",1584.75,0.002025,-0.03645
"1584.7778",1584.7778,0.00195,-0.0351
"1584.8056",1584.8056,0.001875,-0.03375
"1584.8333",1584.8333,0.0018,-0.0324
"1584.8611",1584.8611,0.001725,-0.03105
"1584.8889",1584.8889,0.00165,-0.0297
"1584.9167",1584.9167,0.001575,-0.02835
"1584.9444",1584.9444,0.001525,-0.02745
"1584.9722",1584.9722,0.00145,-0.0261
"1585",1585,0.00415,-0.0747
"1585.0278",1585.0278,0.01195,-0.2151
"1585.0556",1585.0556,0.019775,-0.35595
"1585.0833",1585.0833,0.027575,-0.49635
"1585.1111",1585.1111,0.0354,-0.6372
"1585.1389",1585.1389,0.0432,-0.7776
"1585.1667",1585.1667,0.051025,-0.91845
"1585.1944",1585.1944,0.06005,-1.0809
"1585.2222",1585.2222,0.06535,-1.1763
"1585.25",1585.25,0.06975,-1.2555
"1585.2778",1585.2778,0.07235,-1.3023
"1585.3056",1585.3056,0.072325,-1.30185
"1585.3333",1585.3333,0.072275,-1.30095
"1585.3611",1585.3611,0.07225,-1.3005
"1585.3889",1585.3889,0.072225,-1.30005
"1585.4167",1585.4167,0.072175,-1.29915
"1585.4444",1585.4444,0.07215,-1.2987
"1585.4722",1585.4722,0.0705,-1.269
"1585.5",1585.5,0.068825,-1.23885
"1585.5278",1585.5278,0.067175,-1.20915
"1585.5556",1585.5556,0.0655,-1.179
"1585.5833",1585.5833,0.0638,-1.1484
"1585.6111",1585.6111,0.06205,-1.1169
"1585.6389",1585.6389,0.06025,-1.0845
"1585.6667",1585.6667,0.058375,-1.05075
"1585.6944",1585.6944,0.0563,-1.0134
"1585.7222",1585.7222,0.0539,-0.9702
"1585.75",1585.75,0.050175,-0.90315
"1585.7778",1585.7778,0.04815,-0.8667
"1585.8056",1585.8056,0.046175,-0.83115
"1585.8333",1585.8333,0.0443,-0.7974
"1585.8611",1585.8611,0.042475,-0.76455
"1585.8889",1585.8889,0.04075,-0.7335
"1585.9167",1585.9167,0.039075,-0.70335
"1585.9444",1585.9444,0.0375,-0.675
"1585.9722",1585.9722,0.03595,-0.6471
"1586",1586,0.0345,-0.621
"1586.0278",1586.0278,0.033075,-0.59535
"1586.0556",1586.0556,0.031725,-0.57105
"1586.0833",1586.0833,0.03045,-0.5481
"1586.1111",1586.1111,0.0292,-0.5256
"1586.1389",1586.1389,0.028,-0.504
"1586.1667",1586.1667,0.026875,-0.48375
"1586.1944",1586.1944,0.025775,-0.46395
"1586.2222",1586.2222,0.024725,-0.44505
"1586.25",1586.25,0.0237,-0.4266
"1586.2778",1586.2778,0.02275,-0.4095
"1586.3056",1586.3056,0.0218,-0.3924
"1586.3333",1586.3333,0.020925,-0.37665
"1586.3611",1586.3611,0.020075,-0.36135
"1586.3889",1586.3889,0.01925,-0.3465
"1586.4167",1586.4167,0.018475,-0.33255
"1586.4444",1586.4444,0.01755,-0.3159
"1586.4722",1586.4722,0.016825,-0.30285
